rowLabel	nucleusstarttime	nucleusendtime	nucleusdur	medianpitch	meanpitch	startpitch	endpitch	lopitch	hipitch	dynamic	intrasyllab	intrasyllabup	intersyllab	trajectory	internucleusdur	syllabledur	pausedur	loudness	endtime_syll	promL2R1D_sylldur	promL2R1D_meanpitch	hesitation	dynamics	syllabic_interval	syllable_type	has_nucleus	pausebefore	pauseafter	nucleus_ctr	delivery	if	promauto	prommanu	eval	promF0rel	promDURrel	promMVT	promF0weight	promDURweight	promF0rel_th	promDURrel_th	promMVT_th	promPAUSE_th	promCUM	promGRAD	file	style	geo	npho	sylldurbynpho	bomu	eomu	mu_label	word	w_nbwords	w_lex	w_nbsyll	w_possylldeb	w_possyllfin	w_gra	w_pre	w_contexte	z_pre	z_post	pds	pause_label	pause_type	rgr_label	rgr_pos	seq_label	seq_pos	urc_label	urc_pos	syllabledurlog10
Sa~	8.0505625	8.065562500000002	0.015000000000002345	90.56326618938482	78.0056748236782	90	90	90	90.56326618938482	0	-0.1073217784617963	0	-12.526451438755114	0.1073217784617963	0.18500000000000227	0.17999999999999972	0	0	8.1240625	0	0	0	0	41	2	1	0	0.7339999999999982	0	?	?	0	0	1	-12.732157245434053	1.1020408163265245	0	3	3	0	0	0	0	-5.029233828544669	0	prince	pri	ce	2	0.08999999999999986	0	1	?	marchands	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.2552725051033056
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7339999999999982	0	0	8.858062499999999	0	0	0	--undefined--	42	0	0	0	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.7339999999999982	1	1	_	_	0	?	0	0	0	?	?	?	0	0	0	?	2	?	0	?	0	?	0	2.8656960599160692
mE	8.9055625	8.955562500000008	0.050000000000007816	203.1306404699397	92.78385535847838	203	203	203	203.1306404699397	0	-3.0076166101983026	0	13.984919741805648	3.0076166101983026	0.8399999999999981	0.10999999999999943	0	0	8.968062499999999	0	0	0	0	43	2	1	0.7339999999999982	0	0	?	?	0	0	1	-0.5173659538386914	0.9166666666666543	0	1	1	0	0	0	0	-0.4954977628783114	4	prince	pri	ce	2	0.054999999999999716	1	0	mais comme il n'existe point de marchands d'amis les hommes n'ont plus d'amis	mais	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.0413926851582227
kO	9.0505625	9.085562500000005	0.03500000000000547	217.39215714814097	93.30122131231707	217	217	217	217.39215714814097	0	-1.189658800193101	0	1.1747042319093088	1.189658800193101	0.09499999999999176	0.120000000000001	0	0	9.0880625	0	0	0	0	44	2	1	0	0	0	?	?	0	0	1	-0.267861123272894	1.0000000000000149	0	2	2	0	0	0	0	-0.2646041204980776	4	prince	pri	ce	2	0.0600000000000005	0	0	?	comme	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.079181246047628
mil	9.1055625	9.210562500000016	0.10500000000001641	233.10063392939557	94.35430951270153	233	233	233	233.10063392939557	0	0.526897879553983	0.526897879553983	1.20783641674436	0.526897879553983	0.019999999999994245	0.129999999999999	0	0	9.218062499999999	0	0	0	0	45	2	1	0	0	0	?	?	0	0	1	0.5372787025624604	0.9701492537313334	0	5	5	0	0	0	0	0.00625082787792422	5	prince	pri	ce	3	0.043333333333333	0	0	?	il	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.1139433523068334
nEg	9.218062499999999	9.313062500000013	0.09500000000001485	240.3342803241545	94.84942803379141	240	240	240	240.3342803241545	0	0.4211984407490025	0.4211984407490025	0.5290741855252157	0.4211984407490025	0.007499999999982521	0.16000000000000014	0	0	9.378062499999999	0	0	0	0	46	2	1	0	0	0	?	?	0	0	1	0.8321106319177574	0.9302325581395364	0	5	5	0	0	0	0	0.05942535303420171	5	prince	pri	ce	3	0.05333333333333338	0	0	?	n'existe	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.204119982655925
zist	9.4405625	9.485562500000007	0.045000000000007034	229.88129382805582	94.03837333582409	229	229	229	229.88129382805582	0	-0.5787999966453379	0	-0.7698404312227918	0.5787999966453379	0.12749999999998707	0.2400000000000002	0	0	9.618062499999999	0	0	0	0	47	2	1	0	0	0	?	?	0	0	1	-1.3283171386443797	1.5584415584415607	0	5	5	0	0	0	0	0.20265847638571377	6	prince	pri	ce	4	0.06000000000000005	0	0	?	n'existe	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.3802112417116064
pwe~	9.6855625	9.770562500000013	0.08500000000001329	262.96683530000143	96.39014339602896	262	262	262	262.96683530000143	0	1.2491268054280213	1.2491268054280213	2.3279014543006644	1.2491268054280213	0.19999999999999218	0.16000000000000014	0	0	9.778062499999999	0	0	0	0	48	2	1	0	0	0	?	?	0	0	1	0.8569749286874071	0.9523809523809533	0	5	5	0	0	0	0	0.10440931965423064	5	prince	pri	ce	3	0.05333333333333338	0	0	?	point	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.204119982655925
d@	9.8155625	9.870562500000009	0.0550000000000086	277.7439902796512	97.36983381563408	277	277	277	277.7439902796512	0	-1.0656813695314469	0	0.9464980014049569	1.0656813695314469	0.044999999999987494	0.09999999999999965	0	0	9.878062499999999	0	0	0	0	49	2	1	0	0	0	?	?	0	0	1	1.7313626035496412	0.5319148936170176	0	5	5	0	0	0	0	-0.2173893462028179	4	prince	pri	ce	2	0.04999999999999982	0	0	?	de	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	1.9999999999999984
maR	9.878062499999999	10.008062500000019	0.13000000000002032	250.21891018963086	95.68684796627007	250	250	250	250.21891018963086	0	-1.4091293944398808	0	-1.8067784491020393	1.4091293944398808	0.007499999999989626	0.19000000000000128	0	0	10.0680625	0	0	0	0	50	2	1	0	0	0	?	?	0	0	1	-0.4454667449996492	1.1875000000000122	0	5	5	0	0	0	0	-0.037184923363917655	5	prince	pri	ce	3	0.06333333333333376	0	0	?	marchands	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.278753600952832
Sa~	10.1905625	10.285562500000015	0.09500000000001485	237.84095369458092	94.76588126452572	237	237	237	237.84095369458092	0	-1.7633790913178966	0	-0.8783240569340982	1.7633790913178966	0.18249999999998145	0.21999999999999886	0	0	10.288062499999999	0	0	0	0	51	2	1	0	0	0	?	?	0	0	1	0.0440290721452925	1.4864864864864713	0	5	5	0	0	0	0	0.630873408784934	7	prince	pri	ce	2	0.10999999999999943	0	0	?	marchands	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.342422680822204
da	10.3355625	10.415562500000012	0.0800000000000125	207.0674935034182	92.43286560686397	207	207	207	207.0674935034182	0	-1.3950798755310014	0	-2.3987527617340327	1.3950798755310014	0.04999999999998472	0.13000000000000078	0	0	10.4180625	0	0	0	0	52	2	1	0	0	0	?	?	0	0	1	-1.7096302662242806	0.4887218045112817	0	5	5	0	0	0	0	-1.6460260382130336	2	prince	pri	ce	2	0.06500000000000039	0	0	?	d'amis	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.1139433523068396
mi	10.420562499999999	10.61556250000003	0.19500000000003048	203.16018389319473	92.74693443505989	199	265	199	265.0040130526579	1	4.060394669107446	4.802121286959228	-0.6602824005640853	5.543847904811009	0.004999999999986571	0.34999999999999964	0	0	10.7680625	0	0	0	4.802121286959228	53	2	1	0	0.1999999999999993	0	?	?	1	1	1	-0.4636030576913299	1.988636363636364	4.802121286959228	3	5	0	0	1	0	2.097641450313909	9	prince	pri	ce	2	0.17499999999999982	0	0	?	d'amis	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.5440680443502752
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1999999999999993	0	0	10.968062499999998	0	0	0	--undefined--	54	0	0	0	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.1999999999999993	0	0	?	_	0	?	0	0	0	?	?	?	0	0	0	?	1	?	0	?	0	?	0	2.3010299956639795
le	11.0255625	11.065562500000006	0.04000000000000625	207.88553677037925	92.42165784149286	207	207	207	207.88553677037925	0	-0.16379222012215192	0	-4.202697817172585	0.16379222012215192	0.40999999999996994	0.10000000000000142	0	0	11.0680625	0	0	0	0	55	2	1	0.1999999999999993	0	0	?	?	0	0	1	-1.4868143859547729	0.3937007874015811	0	3	5	0	0	0	0	-1.7087835316051867	2	prince	pri	ce	2	0.05000000000000071	0	0	?	les	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.000000000000006
zOm	11.1855625	11.325562500000022	0.14000000000002188	233.8332329667788	94.4892411236415	233	233	233	233.8332329667788	0	1.875002750893111	1.875002750893111	2.0362871386144414	1.875002750893111	0.11999999999999389	0.2599999999999998	0	0	11.3280625	0	0	0	0	56	2	1	0	0	0	?	?	0	0	1	1.881770534466554	1.805555555555548	0	4	5	0	0	0	0	1.8637122732100293	9	prince	pri	ce	3	0.0866666666666666	0	0	?	hommes	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.4149733479708178
no~	11.3305625	11.440562500000016	0.1100000000000172	208.1111847530104	92.79328333685704	240	190	190	240.75498336756343	-1	-4.046469636515919	0	0.505028120604319	4.046469636515919	0.004999999999977689	0.16000000000000014	0	0	11.4880625	0	0	0	-4.046469636515919	57	2	1	0	0	0	?	?	0	0	1	-1.0776283740566726	0.8510638297872337	-4.046469636515919	5	5	0	0	0	0	-0.821076846912606	3	prince	pri	ce	2	0.08000000000000007	0	0	?	n'ont	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.204119982655925
ply	11.6005625	11.645562500000008	0.045000000000007034	228.46133215119642	93.97720923289639	228	228	228	228.46133215119642	0	-1.2436580049269184	0	3.1390817687657995	1.2436580049269184	0.15999999999998415	0.16000000000000014	0	0	11.6480625	0	0	0	0	58	2	1	0	0	0	?	?	0	0	1	1.8056797013033616	0.9302325581395382	0	5	5	0	0	0	0	0.4442352618822695	6	prince	pri	ce	3	0.05333333333333338	0	0	?	plus	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.204119982655925
da	11.6905625	11.785562500000015	0.09500000000001485	182.75773654699708	90.39091993030475	215	171	171	215.26516925166206	-1	-3.9564256932185966	0	-1.0300212033964453	3.9564256932185966	0.044999999999992824	0.1399999999999988	0	0	11.788062499999999	0	0	0	-3.9564256932185966	59	2	1	0	0	0	?	?	0	0	1	-0.9477748770324865	0.8974358974358884	-3.9564256932185966	5	5	0	0	0	0	-0.6961448974325046	3	prince	pri	ce	2	0.0699999999999994	0	0	?	d'amis	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.146128035678234
mi	11.7905625	11.895562500000016	0.10500000000001641	162.05926570099618	87.97288611701816	162	162	162	162.05926570099618	0	-2.9905685529395694	0	-0.9586950576503623	2.9905685529395694	0.004999999999984794	0.15000000000000036	0	0	11.9380625	0	0	0	0	60	2	1	0	0.08999999999999986	0	?	?	0	0	1	-3.6134635808171396	1.2096774193548465	0	3	5	0	0	0	0	-1.2541553327981911	2	prince	pri	ce	2	0.07500000000000018	0	0	?	d'amis	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.1760912590556822
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08999999999999986	0	0	12.028062499999999	0	0	0	--undefined--	61	0	0	0	0.4880000000000013	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.08999999999999986	0	1	?	_	0	?	0	0	0	?	?	?	0	0	0	?	1	?	0	?	0	?	0	1.954242509439324
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4880000000000013	0	0	12.5160625	0	0	0	--undefined--	62	0	0	0.08999999999999986	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.4880000000000013	1	1	_	_	0	?	0	0	0	?	?	?	0	0	0	?	2	?	0	?	0	?	0	2.688419822002712
si	12.6555625	12.680562500000004	0.025000000000003908	206.24497108567772	92.25663307012437	206	206	206	206.24497108567772	0	-1.2700037694803454	0	4.174049201797921	1.2700037694803454	0.7599999999999838	0.17999999999999972	0	0	12.6960625	0	0	0	0	63	2	1	0.4880000000000013	0	0	?	?	0	0	1	1.2127633934588147	1.1249999999999973	0	1	1	0	0	0	0	0.5190356596267308	6	prince	pri	ce	2	0.08999999999999986	1	0	si tu veux un ami apprivoise-moi	si	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.2552725051033056
ty	12.8055625	12.850562500000008	0.045000000000007034	190.3537991903242	91.04386967666555	190	190	190	190.3537991903242	0	-1.917382965451413	0	-1.388106935150689	1.917382965451413	0.12499999999999645	0.16000000000000014	0	0	12.8560625	0	0	0	0	64	2	1	0	0	0	?	?	0	0	1	-2.047572987995167	1.1034482758620732	0	2	2	0	0	0	0	-0.8038439328100323	3	prince	pri	ce	2	0.08000000000000007	0	0	?	tu	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.204119982655925
v2	12.9455625	12.960562500000002	0.015000000000002345	227.28760255872623	93.92625225919706	227	227	227	227.28760255872623	0	0.5385968255982488	0.5385968255982488	3.0700275591664052	0.5385968255982488	0.09499999999999176	0.10999999999999943	0	0	12.9660625	0	0	0	0	65	2	1	0	0	0	?	?	0	0	1	1.0101810307097452	0.8088235294117608	0	5	5	0	0	0	0	-0.0629038341433627	5	prince	pri	ce	2	0.054999999999999716	0	0	?	veux	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.0413926851582227
9~	12.9660625	13.051062500000013	0.08500000000001329	244.6036343585409	95.11799185949057	244	244	244	244.6036343585409	0	1.3118750289141012	1.3118750289141012	1.2711221466810965	1.3118750289141012	0.00549999999999784	0.08999999999999986	0	0	13.0560625	0	0	0	0	66	2	1	0	0	0	?	?	0	0	1	1.3755822854746782	0.6617647058823521	0	5	5	0	0	0	0	-0.15190316473342236	5	prince	pri	ce	1	0.08999999999999986	0	0	?	un	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	1.954242509439324
na	13.0560625	13.201062500000022	0.14500000000002267	241.6729397026048	94.90783683750989	241	241	241	241.6729397026048	0	-2.1988684699716963	0	-0.20867876750069037	2.1988684699716963	0.004999999999986571	0.15000000000000036	0	0	13.2060625	0	0	0	0	67	2	1	0	0	0	?	?	0	0	1	0.36457740129952754	0.6756756756756777	0	5	5	0	0	0	0	-0.5294289338865885	4	prince	pri	ce	2	0.07500000000000018	0	0	?	ami	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.1760912590556822
mi	13.2060625	13.416062500000033	0.21000000000003283	222.80354532233636	94.2770306014368	215	276	215	276.02968080458567	1	3.427044704193526	4.1300365255568225	-1.9563557352956873	4.833028346920119	0.004999999999977689	0.41000000000000014	0	0	13.6160625	0	0	0	4.1300365255568225	68	2	1	0	0.02999999999999936	0	?	?	1	1	1	-0.7008579100666452	4.555555555555564	4.1300365255568225	3	5	0	1	1	0	5.941737142848967	10	prince	pri	ce	2	0.20500000000000007	0	0	?	ami	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.6127838567197355
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02999999999999936	0	0	13.6460625	0	0	0	--undefined--	69	0	0	0	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.02999999999999936	0	0	?	_	0	?	0	0	0	?	?	?	0	0	0	?	1	?	0	?	0	?	0	1.4771212547196533
a	13.6955625	13.730562500000005	0.03500000000000547	234.9802239402316	94.45144881589883	234	234	234	234.9802239402316	0	0.6685766685308466	0.6685766685308466	-2.7874087312015448	0.6685766685308466	0.2794999999999668	0.10000000000000142	0	0	13.7460625	0	0	0	0	70	2	1	0.02999999999999936	0	0	?	?	0	0	1	-1.2875636605078427	0.588235294117657	0	3	5	0	0	0	0	-1.3212433728604487	2	prince	pri	ce	1	0.10000000000000142	0	0	?	apprivoise	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.000000000000006
pRi	13.8755625	13.925562500000007	0.050000000000007816	265.5689264495045	96.47000341389159	265	265	265	265.5689264495045	0	-1.6718726571277265	0	2.1185640783366546	1.6718726571277265	0.14499999999999424	0.1899999999999995	0	0	13.9360625	0	0	0	0	71	2	1	0	0	0	?	?	1	1	1	2.663966235733966	1.3768115942028887	0	4	5	1	0	0	0	1.492334564179501	8	prince	pri	ce	3	0.06333333333333317	0	0	?	apprivoise	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.278753600952828
vwaz	13.9855625	14.070562500000014	0.08500000000001329	215.03359474237976	93.16062554041642	215	215	215	215.03359474237976	0	-3.045354941375284	0	-3.654291365843024	3.045354941375284	0.05999999999999339	0.23000000000000043	0	0	14.1660625	0	0	0	0	72	2	1	0	0	0	?	?	0	0	1	0.5442011314838169	1.4743589743589816	0	5	5	0	0	0	0	0.8093198556766597	7	prince	pri	ce	4	0.05750000000000011	0	0	?	apprivoise	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.3617278360175935
mwa	14.1660625	14.28606250000002	0.12000000000001876	159.7843190985144	87.8453332004905	177	147	147	177.13762718787018	-1	-3.026020828418759	0	-3.3562964542994145	3.026020828418759	0.09549999999998704	0.14999999999999858	0	0	14.3160625	0	0	0	-3.026020828418759	73	2	1	0	1.2500000000000018	0	?	?	0	0	1	-6.418418297750961	0.6923076923076854	-3.026020828418759	3	3	0	0	0	0	-3.184054875490722	0	prince	pri	ce	3	0.049999999999999524	0	1	?	moi	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.176091259055677
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2500000000000018	0	0	15.566062500000001	0	0	0	--undefined--	74	0	0	0	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	1.2500000000000018	1	1	_	_	0	?	0	0	0	?	?	?	0	0	0	?	2	?	0	?	0	?	0	3.096910013008057
a	15.6255625	15.69056250000001	0.06500000000001016	266.1071029601693	96.59822374912402	266	266	266	266.1071029601693	0	1.858376346276255	1.858376346276255	10.172369303221082	1.858376346276255	1.3394999999999797	0.13000000000000078	0	0	15.696062500000002	0	0	0	0	75	2	1	1.2500000000000018	0	0	?	?	1	1	1	3.443909164927774	0.6842105263157954	0	1	1	1	0	0	0	0.7012456273815546	7	prince	pri	ce	1	0.13000000000000078	1	0	adieu dit le renard voici mon secret	adieu	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.1139433523068396
dj2	15.7905625	15.875562500000013	0.08500000000001329	215.64222483088827	93.15431458419624	215	215	215	215.64222483088827	0	-3.3875985743709256	0	-3.6404078408559766	3.3875985743709256	0.09999999999999076	0.1899999999999995	0	0	15.886062500000001	0	0	0	0	76	2	1	0	0	0	?	?	0	0	1	-0.38366407029357674	1.5199999999999851	0	2	2	0	0	0	0	0.515020789080249	6	prince	pri	ce	3	0.06333333333333317	0	0	?	adieu	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.278753600952828
di	15.9555625	15.990562500000005	0.03500000000000547	186.88244497959994	90.47773355985562	186	186	186	186.88244497959994	0	-0.8830350076283218	0	-2.4781037420550085	0.8830350076283218	0.07999999999998586	0.120000000000001	0	0	16.006062500000002	0	0	0	0	77	2	1	0	0	0	?	?	0	0	1	-1.806434460798954	0.8695652173913122	0	5	5	0	0	0	0	-1.0797752119350785	3	prince	pri	ce	2	0.0600000000000005	0	0	?	dit	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.079181246047628
l@	16.0405625	16.09556249999999	0.05499999999998906	173.55930985759113	89.2569935928782	173	173	173	173.55930985759113	0	-0.761496132431335	0	-1.2804275960445208	0.761496132431335	0.04999999999999538	0.08999999999999986	0	0	16.096062500000002	0	0	0	0	78	2	1	0	0	0	?	?	0	0	1	-1.6326813037130279	0.6338028169014052	0	5	5	0	0	0	0	-1.3853241072706273	2	prince	pri	ce	2	0.04499999999999993	0	0	?	le	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	1.954242509439324
R@	16.1905625	16.23556249999999	0.04499999999999105	183.10916640945877	90.16929638952433	183	183	183	183.10916640945877	0	0.27239490355062723	0.27239490355062723	0.927303113295824	0.27239490355062723	0.09500000000000952	0.14000000000000057	0	0	16.236062500000003	0	0	0	0	79	2	1	0	0	0	?	?	0	0	1	0.6490471531984667	0.7291666666666717	0	5	5	0	0	0	0	-0.33208396186604344	4	prince	pri	ce	2	0.07000000000000028	0	0	?	renard	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.14612803567824
naR	16.236062500000003	16.431062499999964	0.1949999999999612	174.84667945719906	89.30476271800865	174	174	174	174.84667945719906	0	-1.591991880324787	0	-0.799363393763684	1.591991880324787	0.0005000000000130456	0.3299999999999983	0	0	16.5660625	0	0	0	0	80	2	1	0	0.28000000000000114	0	?	?	1	1	1	-0.5604327393003104	2.6756756756756546	0	3	3	0	1	0	0	2.279557584352977	9	prince	pri	ce	3	0.10999999999999943	0	0	?	renard	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.5185139398778853
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28000000000000114	0	0	16.846062500000002	0	0	0	--undefined--	81	0	0	0	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.28000000000000114	0	0	?	_	0	?	0	0	0	?	?	?	0	0	0	?	1	?	0	?	0	?	0	2.4471580313422208
vwa	16.9355625	16.98556249999999	0.04999999999999005	226.4977639285845	93.87193793029938	226	226	226	226.4977639285845	0	1.5993702791509825	1.5993702791509825	4.4808769161728605	1.5993702791509825	0.5045000000000357	0.14000000000000057	0	0	16.986062500000003	0	0	0	0	82	2	1	0.28000000000000114	0	0	?	?	0	0	1	-3.0024440963387633	0.7000000000000053	0	1	1	0	0	0	0	-1.8216574318924699	1	prince	pri	ce	3	0.046666666666666856	0	0	?	voici	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.14612803567824
si	17.1455625	17.185562499999993	0.03999999999999204	271.2265240276622	96.87438202663815	271	271	271	271.2265240276622	0	-0.9503169931338822	0	3.120017558276307	0.9503169931338822	0.1600000000000108	0.1999999999999993	0	0	17.186062500000002	0	0	0	0	83	2	1	0	0	0	?	?	1	1	1	2.040201455181645	1.5384615384615237	0	2	2	1	0	0	0	1.5023744331966191	8	prince	pri	ce	2	0.09999999999999965	0	0	?	voici	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.3010299956639795
mo~	17.186062500000002	17.30106249999998	0.11499999999997712	251.94860293063738	95.79642321261362	251	251	251	251.94860293063738	0	-1.2042434930973722	0	-1.2764257703749065	1.2042434930973722	0.0005000000000094929	0.120000000000001	0	0	17.306062500000003	0	0	0	0	84	2	1	0	0	0	?	?	0	0	1	0.43908981602204733	0.6521739130434875	0	5	5	0	0	0	0	-0.537281771695895	4	prince	pri	ce	2	0.0600000000000005	0	0	?	mon	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.079181246047628
s@	17.4505625	17.490562499999992	0.03999999999999204	236.6260622016723	94.5829824996911	236	236	236	236.6260622016723	0	-0.9095650318773962	0	-1.086245692555484	0.9095650318773962	0.14950000000002106	0.18999999999999773	0	0	17.4960625	0	0	0	0	85	2	1	0	0	0	?	?	0	0	1	0.8967557367225965	0.9313725490195971	0	5	5	0	0	0	0	0.08678628719167841	5	prince	pri	ce	2	0.09499999999999886	0	0	?	secret	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.278753600952824
kRE	17.6805625	17.74056249999999	0.05999999999998806	181.0619059665234	89.98195268148855	181	181	181	181.0619059665234	0	-0.8375111876271699	0	-4.633511230306423	0.8375111876271699	0.19000000000000838	0.28999999999999915	0	0	17.7860625	0	0	0	0	86	2	1	0	0.3739999999999988	0	?	?	0	0	1	-5.005510055843388	1.740000000000007	0	3	3	0	0	0	0	-0.9625894567923439	3	prince	pri	ce	3	0.09666666666666639	0	1	?	secret	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.4623979978989547
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3739999999999988	0	0	18.1600625	0	0	0	--undefined--	87	0	0	0	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.3739999999999988	1	1	_	_	0	?	0	0	0	?	?	?	0	0	0	?	2	?	0	?	0	?	0	2.5728716022004785
i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030000000000001137	0	0	18.1900625	0	0	0	--undefined--	88	1	0	0.3739999999999988	0.10000000000000142	0	?	?	0	0	1	0	0.3000000000000071	0	0	1	0	0	0	0	-1.2698412698412587	2	prince	pri	ce	1	0.030000000000001137	1	0	il est très simple on ne voit bien qu'avec le coeur	il	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	1.4771212547196788
_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10000000000000142	0	0	18.2900625	0	0	0	--undefined--	89	0	0	0	0	0	?	?	_	_	_	0	0	0	?	?	0	0	0	0	?	?	prince	pri	ce	1	0.10000000000000142	0	0	?	_	0	?	0	0	0	?	?	?	0	0	0	?	1	?	0	?	0	?	0	2.000000000000006
le	18.3905625	18.435562499999993	0.04499999999999105	253.58965060777206	95.82267730599129	253	253	253	253.58965060777206	0	0.6611773751892087	0.6611773751892087	5.832153861136922	0.6611773751892087	0.6500000000000128	0.16000000000000014	0	0	18.4500625	0	0	0	0	90	2	1	0.10000000000000142	0	0	?	?	0	0	1	-4.743502130770082	1.3559322033898238	0	2	5	0	0	0	0	-1.468660435290105	2	prince	pri	ce	2	0.08000000000000007	0	0	?	est	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.204119982655925
tRE	18.5755625	18.62056249999999	0.04499999999999105	335.01935020660335	100.56617943676137	335	335	335	335.01935020660335	0	-0.5446210037677512	0	4.820982693782074	0.5446210037677512	0.14000000000000767	0.17999999999999972	0	0	18.6300625	0	0	0	0	91	2	1	0	0	0	?	?	1	1	1	7.743473246562985	0.918367346938777	0	4	5	1	0	0	0	2.7723555637679818	9	prince	pri	ce	3	0.05999999999999991	0	0	?	très	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.2552725051033056
se~	18.7355625	18.850562499999977	0.11499999999997712	172.44007500861883	89.82273507440549	222	169	169	222.10291144172055	-1	-4.993510308248776	0	-7.116193454734287	4.993510308248776	0.1150000000000091	0.2799999999999976	0	0	18.9100625	0	0	0	-4.993510308248776	92	2	1	0	0	0	?	?	0	0	1	-6.788623015682546	0.769230769230761	-4.993510308248776	5	5	0	0	0	0	-3.208280728857632	0	prince	pri	ce	2	0.1399999999999988	0	0	?	simple	0	?	0	0	0	?	?	?	0	0	0	?	0	?	0	?	0	?	0	2.4471580313422154
